ID,Room,UserID,UserFlag,CityIco,Flag,CityName,CityRot,MapID,L1,L2,L3,L4,L5,L6,C0,C1,C2,C3,Mark,Army,Scenario,Area,Level,Scale,filename
2614,37,63,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853021393 01-05-03-03-02 推演室17
2615,37,53,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853021393 01-05-03-03-02 推演室17
2686,28,83,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530215344 01-05-03-03-02 推演室8
2687,28,83,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530215344 01-05-03-03-02 推演室8
3014,1,87,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018530223219 01-06-03-03-02 推演室1
3015,1,87,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018530223219 01-06-03-03-02 推演室1
2706,27,69,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853101718 01-05-03-03-02 推演室7
2707,27,69,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853101718 01-05-03-03-02 推演室7
2572,2,32,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853117753 01-05-03-03-02 推演室2
2573,2,54,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853117753 01-05-03-03-02 推演室2
2512,16,46,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531195145 01-05-03-03-02 推演室16
2513,16,46,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531195145 01-05-03-03-02 推演室16
2516,18,48,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853120332 01-05-03-03-02 推演室18
2517,18,48,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853120332 01-05-03-03-02 推演室18
2824,29,114,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853121504 01-05-03-03-02 推演室9
2825,29,114,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853121504 01-05-03-03-02 推演室9
2652,26,60,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853122312 01-05-03-03-02 推演室6
2653,26,60,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853122312 01-05-03-03-02 推演室6
2872,30,119,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531233833 01-05-03-03-02 推演室10
2873,30,119,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531233833 01-05-03-03-02 推演室10
2608,10,51,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,20185312345 01-05-03-03-02 推演室10
2609,10,51,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,20185312345 01-05-03-03-02 推演室10
3006,28,648,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610112123 01-05-04-03-02 推演室8
3007,28,648,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610112123 01-05-04-03-02 推演室8
2834,22,30,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018610114 01-05-03-03-02 推演室2
2835,22,0,GREEN,GREEN,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018610114 01-05-03-03-02 推演室2
3020,22,652,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610114427 01-05-04-03-02 推演室2
3021,22,652,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610114427 01-05-04-03-02 推演室2
2649,46,28,RED,RED,GREEN,主要,330,150049,0,0,0,0,30,0,0,80,0,0,0,,01-03-03-03-02,四川,预赛,个人,2018610124530 个人预赛 推演室10
2650,46,28,BLUE,BLUE,GREEN,次要,330,130046,0,0,0,0,30,0,0,50,0,0,0,,01-03-03-03-02,四川,预赛,个人,2018610124530 个人预赛 推演室10
3080,23,632,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861016562 01-05-04-03-02 推演室3
3081,23,632,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861016562 01-05-04-03-02 推演室3
3092,22,0,GREEN,GREEN,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610172427 01-05-04-03-02 推演室2
3093,22,652,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610172427 01-05-04-03-02 推演室2
2894,39,30,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,20186103313 01-05-03-03-02 河北科大个人赛冠军赛
2895,39,30,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,20186103313 01-05-03-03-02 河北科大个人赛冠军赛
3075,24,393,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186108345 01-05-04-03-02 推演室4
3076,24,393,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186108345 01-05-04-03-02 推演室4
2860,31,637,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861084416 01-05-04-03-02 推演室11
2861,31,666,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861084416 01-05-04-03-02 推演室11
3077,23,395,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861084427 01-05-04-03-02 推演室3
3078,23,395,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861084427 01-05-04-03-02 推演室3
2906,28,658,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109031 01-05-04-03-02 推演室8
2907,28,659,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109031 01-05-04-03-02 推演室8
2912,29,0,GREEN,GREEN,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109101 01-05-04-03-02 推演室9
2913,29,0,GREEN,GREEN,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109101 01-05-04-03-02 推演室9
3097,24,396,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109717 01-05-04-03-02 推演室4
3098,24,396,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109717 01-05-04-03-02 推演室4
3099,21,440,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109745 01-05-04-03-02 推演室1
3100,21,440,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109745 01-05-04-03-02 推演室1
3322,30,43,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-04-03-02,江苏,预赛,个人,201861119147 01-06-04-03-02 推演室10
3323,30,43,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-04-03-02,江苏,预赛,个人,201861119147 01-06-04-03-02 推演室10
2498,1,57,BLUE,BLUE,GREEN,主要,330,100060,0,0,0,0,30,0,0,80,0,0,0,,01-02-03-03-02,陕西,预赛,个人,201861120230 01-02-03-03-02 推演室1
2499,1,0,GREEN,GREEN,GREEN,次要,330,80062,0,0,0,0,30,0,0,50,0,0,0,,01-02-03-03-02,陕西,预赛,个人,201861120230 01-02-03-03-02 推演室1
2722,10,165,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018522141245 01-06-03-03-02 推演室10
2723,10,0,GREEN,GREEN,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018522141245 01-06-03-03-02 推演室10
2778,20,139,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018525215927 01-06-03-03-02 推演室20
2779,20,139,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018525215927 01-06-03-03-02 推演室20
2836,6,57,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,20185261503 01-06-03-03-02 推演室6
2837,6,57,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,20185261503 01-06-03-03-02 推演室6
2806,3,150,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018526183654 01-06-03-03-02 推演室3
2807,3,150,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018526183654 01-06-03-03-02 推演室3
2720,11,44,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,201852620147 01-06-03-03-02 推演室11
2721,11,44,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,201852620147 01-06-03-03-02 推演室11
2872,1,171,RED,RED,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018527194439 01-06-03-03-02 推演室1
2873,1,171,RED,RED,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018527194439 01-06-03-03-02 推演室1
2892,6,150,RED,RED,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,201852722432 01-06-03-03-02 推演室6
2893,6,150,RED,RED,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,201852722432 01-06-03-03-02 推演室6
2924,5,116,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018528224012 01-06-03-03-02 推演室5
2925,5,116,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018528224012 01-06-03-03-02 推演室5
2662,12,165,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018530125952 01-06-03-03-02 推演室12
2663,12,104,RED,RED,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018530125952 01-06-03-03-02 推演室12
2962,1,41,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018530151530 01-06-03-03-02 推演室1
2963,1,41,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,2018530151530 01-06-03-03-02 推演室1
2656,24,59,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530175615 01-05-03-03-02 推演室4
2657,24,59,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530175615 01-05-03-03-02 推演室4
2916,20,144,BLUE,BLUE,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,201853018223 01-06-03-03-02 推演室20
2917,20,144,BLUE,BLUE,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,201853018223 01-06-03-03-02 推演室20
2610,35,59,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530185933 01-05-03-03-02 推演室15
2611,35,59,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530185933 01-05-03-03-02 推演室15
3002,3,132,RED,RED,GREEN,主要,330,120057,0,0,0,0,30,0,0,80,0,0,0,,01-06-03-03-02,江苏,预赛,个人,201853020729 01-06-03-03-02 推演室3
3003,3,132,RED,RED,GREEN,次要,330,120051,0,0,0,0,30,0,0,50,0,0,0,,01-06-03-03-02,江苏,预赛,个人,201853020729 01-06-03-03-02 推演室3
2584,22,85,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530214249 01-05-03-03-02 推演室2
2585,22,85,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530214249 01-05-03-03-02 推演室2
2606,33,0,GREEN,GREEN,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530225333 01-05-03-03-02 推演室13
2607,33,65,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530225333 01-05-03-03-02 推演室13
2646,40,88,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530225450 01-05-03-03-02 推演室20
2647,40,89,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018530225450 01-05-03-03-02 推演室20
2724,27,69,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853104857 01-05-03-03-02 推演室7
2725,27,97,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853104857 01-05-03-03-02 推演室7
2776,39,29,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531155953 01-05-03-03-02 河北科大个人赛冠军赛
2777,39,29,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531155953 01-05-03-03-02 河北科大个人赛冠军赛
2690,38,50,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531224938 01-05-03-03-02 推演室18
2691,38,50,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531224938 01-05-03-03-02 推演室18
2850,29,114,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531234427 01-05-03-03-02 推演室9
2851,29,114,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,2018531234427 01-05-03-03-02 推演室9
2506,13,33,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853193359 01-05-03-03-02 推演室13
2507,13,33,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201853193359 01-05-03-03-02 推演室13
3002,24,657,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610111451 01-05-04-03-02 推演室4
3003,24,657,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610111451 01-05-04-03-02 推演室4
3163,28,406,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610114233 01-05-04-03-02 推演室8
3164,28,406,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610114233 01-05-04-03-02 推演室8
3014,21,651,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610114627 01-05-04-03-02 推演室1
3015,21,651,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610114627 01-05-04-03-02 推演室1
3169,26,0,GREEN,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610114912 01-05-04-03-02 推演室6
3170,26,0,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610114912 01-05-04-03-02 推演室6
3024,28,648,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861011558 01-05-04-03-02 推演室8
3025,28,648,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861011558 01-05-04-03-02 推演室8
3139,22,431,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861011859 01-05-04-03-02 推演室2
3140,22,431,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861011859 01-05-04-03-02 推演室2
3094,23,640,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610172744 01-05-04-03-02 推演室3
3095,23,632,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,2018610172744 01-05-04-03-02 推演室3
3090,21,648,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861017738 01-05-04-03-02 推演室1
3091,21,687,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861017738 01-05-04-03-02 推演室1
3081,32,399,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861083355 01-05-04-03-02 推演室12
3082,32,399,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861083355 01-05-04-03-02 推演室12
3059,21,407,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186108366 01-05-04-03-02 推演室1
3060,21,407,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186108366 01-05-04-03-02 推演室1
2926,31,666,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861091655 01-05-04-03-02 推演室11
2927,31,637,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,201861091655 01-05-04-03-02 推演室11
2930,36,634,BLUE,BLUE,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109209 01-05-04-03-02 推演室16
2931,36,634,BLUE,BLUE,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109209 01-05-04-03-02 推演室16
3091,30,0,GREEN,GREEN,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109554 01-05-04-03-02 推演室10
3092,30,415,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-04-03-02,河北,预赛,个人,20186109554 01-05-04-03-02 推演室10
2926,21,137,RED,RED,GREEN,主要,330,80048,0,0,0,0,30,0,0,80,0,0,0,,01-05-03-03-02,河北,预赛,个人,201861104417 01-05-03-03-02 推演室1
2927,21,137,RED,RED,GREEN,次要,330,100049,0,0,0,0,30,0,0,50,0,0,0,,01-05-03-03-02,河北,预赛,个人,201861104417 01-05-03-03-02 推演室1
2756,53,32,BLUE,BLUE,GREEN,主要,330,150049,0,0,0,0,30,0,0,80,0,0,0,,01-03-03-03-02,四川,预赛,个人,201861120135 个人预赛 推演室17
